App,Package,Start Time,Duration,Filename,,,,
EEG - Group31,com.eeg.group31,"May 3, 2018 @ 06:32:05 PM",31 sec,,,,,
,,,,,,,,
Time  [ms],Battery Power [uW],Time  [ms],Battery Status,,,,,
25455,817000,25353,0,,,,,
25554,817000,25455,0,,,,,
25657,817000,25555,0,,,,,
25758,817000,25657,0,,,,,
25859,817000,25758,0,,,,,
25960,817000,25859,0,,,,,
26061,817000,25960,0,,,,,
26162,683364,26062,0,,,,,
26262,683364,26163,0,,,,,
26363,683364,26263,0,,,,,
26463,683364,26363,0,,,,,
26564,683364,26463,0,,,,,
26615,683364,26565,0,,,,,
26716,683364,26615,0,,,,,
26816,683364,26716,0,,,,,
26928,683364,26816,0,,,,,
27019,683364,26928,0,,,,,
27118,609559,27019,0,,,,,
27219,609559,27118,0,,,,,
27320,609559,27219,0,,,,,
27421,609559,27320,0,,,,,
27523,609559,27422,0,,,,,
27622,609559,27523,0,,,,,
27724,609559,27623,0,,,,,
27824,609559,27724,0,,,,,
27925,609559,27824,0,,,,,
28031,609559,27925,0,,,,,
28135,605468,28031,0,,,,,
28229,605468,28137,0,,,,,
28330,605468,28229,0,,,,,
28434,605468,28330,0,,,,,
28535,605468,28434,0,,,,,
28635,605468,28536,0,,,,,
28736,605468,28635,0,,,,,
28837,605468,28736,0,,,,,
28939,605468,28837,0,,,,,
29041,605468,28939,0,,,,,
29140,675510,29041,0,,,,,
29240,675510,29141,0,,,,,
29349,675510,29241,0,,,,,
29443,675510,29349,0,,,,,
29549,675510,29443,0,,,,,
29644,675510,29549,0,,,,,
29749,675510,29644,0,,,,,
29846,675510,29749,0,,,,,
29948,675510,29846,0,,,,,
30049,675510,29948,0,,,,,
30149,756465,30049,0,,,,,
30251,756465,30149,0,,,,,
30359,756465,30251,0,,,,,
30456,756465,30360,0,,,,,
30556,756465,30456,0,,,,,
30658,756465,30556,0,,,,,
30760,756465,30658,0,,,,,
30859,756465,30760,0,,,,,
30959,756465,30859,0,,,,,
31061,756465,30959,0,,,,,
31159,718431,31061,0,,,,,
,,31160,0,,,,,
,,,,,,,,
,,,,,,,,
System Statistics:,,,,,,,,
Sensor Id,Name,Type,Average,,,,,
206,Battery Status,Battery Status,0,,,,,
332,Battery Power,Power [uW],795693.1929,,,,,
,,,,,,,,
,,,,,,,,
Application Statistics:,,,,,,,,
UID,Application,Package,CPU[%],Number of Threads,Average Virtual Memory Size [MB],Max Virtual Memory Size [MB],Average Resident Set Size [MB],Max Resident Set Size [MB]
